,Open,High,Low,Weighted Price,price,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum_1,momentum_2,momentum_3,momentum_4,momentum_5,momentum_1 return,momentum_2 return,momentum_3 return,momentum_4 return,momentum_5 return,datetime,bitcoin,Hourly Polarity Mean,Hourly Polarity Weighted Mean 1,Hourly Polarity Weighted Mean 1_2,Hourly Polarity Weighted Mean 1_4
2020-02-19 18:00:00,10180.0,10216.7,10165.0,10188.79,10200.3,10157.35714285717,10150.919047619049,10096.132560953174,10155.939764579933,59.807203626758564,30.979932060397648,10212.878911739845,10088.959183498253,10192.315196693804,10178.2,10190.1,10140.4,10129.0,10130.2,1.0021713073038454,1.0010009715311918,1.0059070648100665,1.0070391943923387,1.0069199028647013,2020-02-19 18:00:00,78.92663476874004,,,,
2020-02-19 19:00:00,10211.9,10220.0,10165.0,10198.45,10165.0,10161.885714285741,10150.32380952381,10101.23385273442,10157.333646952251,56.099794217831004,29.13945941895014,10208.602728361711,10092.04489068591,10174.105065564601,10200.3,10178.2,10190.1,10140.4,10129.0,0.9965393174710548,0.9987031105696488,0.9975368249575568,1.0024259398051358,1.0035541514463422,2020-02-19 19:00:00,80.08732057416269,,,,
2020-02-19 20:00:00,10165.0,10169.0,10073.0,10121.95,10156.8,10165.685714285743,10149.219047619048,10105.349863642981,10157.251547421136,51.90168377815462,25.869700975502074,10200.958449570053,10097.479645668043,10162.568355188201,10165.0,10200.3,10178.2,10190.1,10140.4,0.9991933103787506,0.9957354195464839,0.9978974671356426,0.9967321223540494,1.001617293203424,2020-02-19 20:00:00,80.08732057416269,,,,
2020-02-19 21:00:00,10159.9,10159.9,9346.0,9685.45,9611.8,10091.800000000028,10125.128571428571,10068.790614484242,10073.33592474096,4.545310256718949,212.62067161965354,10550.36991466788,9699.887228189264,9795.389451729401,10156.8,10165.0,10200.3,10178.2,10190.1,0.9463413673597983,0.9455779636005902,0.9423056184622021,0.9443516535340235,0.943248839559965,2020-02-19 21:00:00,97.4976076555024,,,,
2020-02-19 22:00:00,9629.1,9713.5,9550.0,9629.46,9690.0,10027.45714285717,10103.771428571428,10040.73205044837,10014.361167088506,-26.37088335986482,258.63312405246285,10621.037676676355,9586.505180466502,9725.129817243134,9611.8,10156.8,10165.0,10200.3,10178.2,1.0081358330385568,0.9540406427221173,0.9532710280373832,0.9499720596453046,0.9520347409168615,2020-02-19 22:00:00,117.22926634768741,0.09697428224367406,0.07709962656050254,0.08872783251100748,0.09257015181203003
2020-02-19 23:00:00,9689.9,9690.0,9587.3,9643.3,9602.2,9943.471428571456,10077.10476190476,10008.248194859601,9950.951756767196,-57.29643809240588,290.5059650235799,10658.11669195192,9496.0928318576,9643.176605747713,9690.0,9611.8,10156.8,10165.0,10200.3,0.9909391124871002,0.999001227657671,0.9453961877756775,0.9446335464830301,0.9413644696724608,2020-02-19 23:00:00,106.78309409888358,0.08935833836565105,0.10636866036852394,0.0976135359800952,0.0935030202158668
2020-02-20 00:00:00,9602.0,9648.0,9584.5,9613.7,9628.2,9864.900000000027,10051.595238095239,9980.096476721852,9901.297640341472,-78.79883638037973,290.81683238766817,10633.228902870575,9469.961573319903,9633.192201915905,9602.2,9690.0,9611.8,10156.8,10165.0,1.002707712815813,0.9936222910216719,1.0017062360848126,0.9479560491493385,0.9471913428430891,2020-02-20 00:00:00,87.05143540669857,0.09556886828540374,0.06118395385060957,0.08170327447870063,0.08827999235877246
2020-02-20 01:00:00,9628.2,9644.4,9597.3,9616.56,9605.0,9779.85714285717,10026.538095238095,9952.311552520232,9855.713387981246,-96.59816453898566,262.0036313815932,10550.545358001282,9502.530832474908,9614.397400638634,9628.2,9602.2,9690.0,9611.8,10156.8,0.9975904114995533,1.0002915998417028,0.9912280701754386,0.9992925362575169,0.9456718651543794,2020-02-20 01:00:00,77.7659489633174,0.07690121016783404,0.09768644663076788,0.0717260220861966,0.07359283448275897
2020-02-20 02:00:00,9605.1,9610.0,9490.1,9548.25,9584.0,9696.85714285717,10000.347619047618,9925.02921529651,9813.911328291824,-111.11788700468605,205.61996382601095,10411.58754669964,9589.107691395595,9594.132466879544,9605.0,9628.2,9602.2,9690.0,9611.8,0.9978136387298282,0.995409318460356,0.9981046010289308,0.9890608875128999,0.9971077217586717,2020-02-20 02:00:00,77.7659489633174,0.12959369975313476,0.05945450983402591,0.09930512849442884,0.1176190602534199
2020-02-20 03:00:00,9580.3,9594.0,9552.0,9574.41,9568.2,9612.771428571456,9975.271428571428,9898.597421570845,9776.109585477698,-122.48783609314705,39.13607518587617,10053.543578943181,9896.999278199675,9576.844155626515,9584.0,9605.0,9628.2,9602.2,9690.0,0.9983514190317196,0.9961686621551276,0.9937683056022932,0.9964591447793214,0.9874303405572756,2020-02-20 03:00:00,74.28389154704945,0.08815542836177759,0.10969445010158044,0.09378172709622462,0.08975868371353062
2020-02-20 04:00:00,9568.4,9584.9,9535.6,9557.41,9574.3,9607.414285714312,9951.576190476191,9874.575390343374,9745.061956942667,-129.51343340070707,41.769224259499985,10035.114638995192,9868.03774195719,9575.148051875505,9568.2,9584.0,9605.0,9628.2,9602.2,1.0006375284797557,0.9989878964941569,0.9968037480478916,0.9944018611993933,0.9970944158630313,2020-02-20 04:00:00,77.7659489633174,0.10826119992059362,0.12268849167977595,0.11211912796762334,0.10875944099736905
2020-02-20 05:00:00,9574.3,9576.5,9521.0,9540.0,9562.2,9589.157142857168,9921.985714285714,9851.436472540163,9716.929348182257,-134.50712435790592,23.659660264089183,9969.305034813893,9874.666393757536,9566.516017291835,9574.3,9568.2,9584.0,9605.0,9628.2,0.9987362000355119,0.9993729228067976,0.9977253756260435,0.9955439875065071,0.9931451361625225,2020-02-20 05:00:00,81.24800637958533,0.05,0.007829389424481449,0.025876024095573037,0.038970144037025374
2020-02-20 06:00:00,9561.3,9615.0,9544.0,9565.17,9615.0,9590.98571428574,9897.133333333335,9833.92265975941,9701.247910000371,-132.6747497590386,25.27518074925117,9947.683694831838,9846.582971834832,9598.838672430611,9562.2,9574.3,9568.2,9584.0,9605.0,1.005521741858568,1.0042509635169152,1.0048912021069794,1.0032345575959933,1.0010411244143675,2020-02-20 06:00:00,81.24800637958533,,,,
2020-02-20 07:00:00,9615.0,9624.8,9591.9,9607.15,9603.0,9587.385714285741,9871.480952380953,9816.817277555008,9686.13284692339,-130.68443063161794,20.41947016715633,9912.319892715266,9830.64201204664,9601.612890810204,9615.0,9562.2,9574.3,9568.2,9584.0,0.9987519500780031,1.0042668005270752,1.0029976081802325,1.0036370477205743,1.001982470784641,2020-02-20 07:00:00,76.60526315789474,,,,
2020-02-20 08:00:00,9602.9,9608.6,9542.4,9573.92,9578.0,9583.528571428598,9840.247619047619,9799.12710884723,9669.497024319793,-129.63008452743634,19.04124595770358,9878.330110963027,9802.165127132212,9585.870963603402,9603.0,9615.0,9562.2,9574.3,9568.2,0.997396646881183,0.996151846073843,1.0016523394197987,1.0003864512288105,1.0010242260822306,2020-02-20 08:00:00,75.4445773524721,,,,
2020-02-20 09:00:00,9579.7,9610.0,9554.1,9580.75,9605.0,9586.528571428598,9815.090476190477,9784.747323006692,9659.57440519367,-125.17291781302083,20.70915371572937,9856.508783621935,9773.672168759018,9598.623654534467,9578.0,9603.0,9615.0,9562.2,9574.3,1.0028189601169346,1.0002082682495053,0.998959958398336,1.0044759574156574,1.0032065007363464,2020-02-20 09:00:00,70.8018341307815,,,,
2020-02-20 10:00:00,9605.0,9638.7,9578.7,9620.1,9608.3,9592.25714285717,9790.238095238095,9771.677150932122,9651.686035163875,-119.99111576824725,20.33698249852732,9830.91206023515,9749.56413024104,9605.074551511489,9605.0,9578.0,9603.0,9615.0,9562.2,1.0003435710567412,1.0031634996867822,1.000551910861189,0.999303172126885,1.0048210662818178,2020-02-20 10:00:00,71.96251993620416,,,,
2020-02-20 11:00:00,9606.7,9637.4,9561.3,9598.66,9577.2,9592.671428571455,9763.961904761905,9757.27143604826,9640.226645138662,-117.0447909095983,19.93578978340832,9803.833484328721,9724.09032519509,9586.491517170498,9608.3,9605.0,9578.0,9603.0,9615.0,0.996763215136913,0.9971056741280584,0.9999164752557946,0.9973133395813809,0.9960686427457099,2020-02-20 11:00:00,74.28389154704945,0.11206126937578552,0.06475457572826439,0.07707202477719234,0.09221545855403554
2020-02-20 12:00:00,9585.9,9602.2,9537.1,9567.89,9563.0,9592.785714285741,9736.466666666667,9742.880959303946,9628.345622809637,-114.53533649430938,19.73325691754828,9775.933180501765,9697.00015283157,9570.8305057235,9577.2,9608.3,9605.0,9578.0,9603.0,0.9985173119492127,0.9952853262283652,0.9956272774596564,0.9984339110461474,0.9958346350098928,2020-02-20 12:00:00,74.28389154704945,0.09768956581284816,0.09097661372382293,0.09460445252811697,0.09759378526414489
2020-02-20 13:00:00,9561.1,9598.2,9531.0,9559.87,9593.7,9589.742857142885,9708.066666666668,9731.830517874025,9623.015526992769,-108.81499088125565,17.21896794658298,9742.504602559833,9673.628730773502,9586.076835241167,9563.0,9577.2,9608.3,9605.0,9578.0,1.0032102896580573,1.0017228417491542,0.9984804804179721,0.9988235294117648,1.0016391731050325,2020-02-20 13:00:00,73.1232057416268,0.09546076027711102,0.05255097598874415,0.09928133775370056,0.09833101143502725
2020-02-20 14:00:00,9596.8,9627.2,9574.0,9607.94,9605.5,9590.100000000026,9680.79523809524,9722.472701735207,9620.320830532344,-102.15187120286282,17.56227016464329,9715.919778424526,9645.670697765952,9599.025611747056,9593.7,9563.0,9577.2,9608.3,9605.0,1.0012299738369972,1.004444212067343,1.0029549346364282,0.9997085852856386,1.0000520562207185,2020-02-20 14:00:00,71.96251993620416,0.13375865032653578,0.10264158439371018,0.11451770156895329,0.12310491832687956
2020-02-20 15:00:00,9607.0,9611.2,9568.0,9583.18,9581.4,9590.58571428574,9651.32380952381,9712.022871977042,9614.333010450446,-97.68986152659636,17.21544157359911,9685.75469267101,9616.892926376611,9587.275203915686,9605.5,9593.7,9563.0,9577.2,9608.3,0.9974910207693508,0.9987179086275367,1.0019240824009201,1.0004385415361483,0.9972003372084552,2020-02-20 15:00:00,73.1232057416268,0.11137265702157899,0.10526974214387895,0.11499825441722134,0.11368001938532817
2020-02-20 16:00:00,9581.1,9704.9,9350.0,9550.38,9638.6,9595.385714285741,9626.257142857145,9706.584140719484,9618.06639345807,-88.51774726141412,24.88154795373291,9676.02023876461,9576.49404694968,9621.491734638563,9581.4,9605.5,9593.7,9563.0,9577.2,1.0059699000146116,1.003445942428817,1.0046801546848452,1.0079054689950853,1.006411059599883,2020-02-20 16:00:00,73.1232057416268,0.11296562958141769,0.08528526594133749,0.09255534617951033,0.09972336669143309
2020-02-20 17:00:00,9645.6,9650.0,9435.0,9544.02,9509.0,9581.200000000026,9595.409523809525,9691.948278443966,9601.286948310673,-90.66133013329272,40.00337485766443,9675.416273524854,9515.402774094197,9546.497244879522,9638.6,9581.4,9605.5,9593.7,9563.0,0.9865540638681966,0.9924436929884985,0.9899536723752017,0.9911712894920625,0.994353236432082,2020-02-20 17:00:00,75.4445773524721,0.10466666666666666,0.2128738090608594,0.15024065718124127,0.12450778491046537
2020-02-20 18:00:00,9505.4,9575.0,9463.8,9524.14,9533.5,9574.957142857169,9591.680952380955,9680.211368929598,9590.858187032109,-89.35318189748978,43.94712190590507,9679.575196192765,9503.786708569145,9537.832414959841,9509.0,9638.6,9581.4,9605.5,9593.7,1.0025765064675571,0.9890959267943477,0.9950007305821696,0.9925042944146583,0.9937250487298955,2020-02-20 18:00:00,78.92663476874004,,,,
2020-02-20 19:00:00,9535.6,9575.0,9519.3,9542.48,9556.5,9574.028571428598,9585.323809523812,9671.047563823702,9585.572312104092,-85.47525171961024,44.30905529296873,9673.94192010975,9496.705698937874,9550.27747165328,9533.5,9509.0,9638.6,9581.4,9605.5,1.002412545235223,1.004995267641182,0.991482165459714,0.9974012148537792,0.9948987559210869,2020-02-20 19:00:00,77.7659489633174,,,,
2020-02-20 20:00:00,9560.7,9589.9,9535.7,9567.06,9587.5,9573.142857142884,9584.623809523811,9664.858855392316,9585.868879472693,-78.98997591962325,43.910471687429165,9672.44475289867,9496.802866148953,9575.092490551093,9556.5,9533.5,9509.0,9638.6,9581.4,1.003243865431905,1.0056642366392197,1.0082553370491114,0.9946984001825991,1.0006366501763835,2020-02-20 20:00:00,77.7659489633174,,,,
2020-02-20 21:00:00,9588.3,9620.0,9570.1,9603.0,9606.6,9573.300000000028,9583.59523809524,9660.543384622515,9589.05828263074,-71.48510199177508,44.0473230363624,9671.689884167965,9495.500592022516,9596.097496850365,9587.5,9556.5,9533.5,9509.0,9638.6,1.0019921773142113,1.0052425051012401,1.0076676981171657,1.010263960458513,0.996680015769925,2020-02-20 21:00:00,81.24800637958533,0.08359698407907779,0.01734152398867769,0.047153090191304786,0.06585158326941493
2020-02-20 22:00:00,9607.0,9665.0,9589.3,9630.79,9629.3,9580.142857142886,9584.752380952381,9658.229059835661,9595.249316072164,-62.97974376349703,48.961919118968055,9682.676219190316,9486.828542714446,9618.232498950121,9606.6,9587.5,9556.5,9533.5,9509.0,1.0023629587991587,1.0043598435462842,1.0076178517239573,1.0100487753710599,1.0126511725733516,2020-02-20 22:00:00,83.56937799043064,0.13161591916054577,0.10231000596679928,0.11588160904638449,0.12525811728973368
2020-02-20 23:00:00,9624.7,9628.4,9590.2,9610.1,9610.7,9576.157142857171,9586.023809523811,9654.708388736723,9597.626344368755,-57.08204436796768,44.32628479595906,9674.67637911573,9497.371239931892,9613.210832983374,9629.3,9606.6,9587.5,9556.5,9533.5,0.998068395418151,1.0004267899152666,1.002419817470665,1.0056715324648147,1.008097760528662,2020-02-20 23:00:00,89.37280701754386,0.11405847647031188,0.13779901218442328,0.12182179659180035,0.11693272171417082
2020-02-21 00:00:00,9608.5,9616.7,9575.5,9592.17,9603.8,9589.700000000028,9587.719047619048,9650.937396978448,9598.576137542794,-52.361259435654574,33.5636211793251,9654.846289977699,9520.591805260397,9606.93694432779,9610.7,9629.3,9606.6,9587.5,9556.5,0.9992820502148645,0.99735183242811,0.9997085337164032,1.0017001303780964,1.0049495108041646,2020-02-21 00:00:00,73.1232057416268,0.1245104798449525,0.0935991416020864,0.11675479441812514,0.1238809413516998
2020-02-21 01:00:00,9603.8,9656.8,9586.3,9627.7,9656.8,9607.314285714314,9591.647619047619,9651.371663868935,9607.533654843903,-43.83800902503208,31.44102567093259,9654.529670389484,9528.765567705754,9640.178981442596,9603.8,9610.7,9629.3,9606.6,9587.5,1.0055186488681565,1.0047967369702517,1.002855866989293,1.0052255740844835,1.0072281616688397,2020-02-21 01:00:00,68.48046251993621,0.1519679641654641,0.16424155389580278,0.16319720551441502,0.15826218270407943
2020-02-21 02:00:00,9657.0,9675.3,9641.6,9668.82,9659.1,9621.971428571458,9596.261904761905,9651.944133211977,9615.466938714071,-36.47719449790566,27.468388757883126,9651.19868227767,9541.325127246138,9652.792993814199,9656.8,9603.8,9610.7,9629.3,9606.6,1.00023817413636,1.0057581374039444,1.005036053565297,1.0030947213193069,1.005464992817438,2020-02-21 02:00:00,67.31977671451357,0.12444627455704883,0.021386797671885602,0.08631702730347174,0.10828321336186073
2020-02-21 03:00:00,9659.2,9721.7,9627.6,9691.48,9720.5,9640.971428571458,9601.285714285714,9657.022345566646,9631.6258712196,-25.396474347046023,41.87217510018413,9685.030064486082,9517.541364085346,9697.930997938065,9659.1,9656.8,9603.8,9610.7,9629.3,1.0063566998995765,1.0065963880374451,1.0121514400549783,1.0114247661460662,1.009471093433583,2020-02-21 03:00:00,64.99840510366826,0.1109484763265219,0.23987499967357323,0.16298314579924383,0.13046722096524274
2020-02-21 04:00:00,9719.5,9745.0,9677.9,9705.5,9695.1,9653.614285714315,9605.67142857143,9659.84291256171,9641.391121801198,-18.451790760511358,43.107015228451914,9691.885459028334,9519.457398114526,9696.043665979356,9720.5,9659.1,9656.8,9603.8,9610.7,0.9973869656910653,1.0037270553157127,1.0039661171402536,1.009506653616277,1.0087818785312204,2020-02-21 04:00:00,67.31977671451357,0.10731777657527661,0.08047702717655908,0.08767763809801099,0.09687050431777358
2020-02-21 05:00:00,9697.4,9717.5,9666.8,9687.23,9687.6,9661.942857142887,9610.890476190476,9661.898993112694,9648.500179985629,-13.398813127065296,43.258095856659146,9697.406667903795,9524.374284477157,9690.414555326452,9695.1,9720.5,9659.1,9656.8,9603.8,0.9992264133428227,0.9966154004423641,1.0029505854582725,1.0031894623477757,1.0087257127387077,2020-02-21 05:00:00,70.8018341307815,0.0,0.0,0.0,0.0
2020-02-21 06:00:00,9687.5,9708.4,9667.0,9694.56,9685.4,9672.614285714315,9614.719047619048,9663.63980843768,9654.177075372456,-9.462733065223802,37.31583348355309,9689.350714586155,9540.087380651941,9687.07151844215,9687.6,9695.1,9720.5,9659.1,9656.8,0.999772905570007,0.9989994945900506,0.9963890746360784,1.0027228209667567,1.0029616436086488,2020-02-21 06:00:00,71.96251993620416,,,,
2020-02-21 07:00:00,9685.5,9695.0,9665.0,9684.39,9681.9,9683.771428571457,9618.22380952381,9664.992415220073,9658.44214069977,-6.550274520302992,21.734282772146578,9661.692375068104,9574.755243979516,9683.623839480717,9685.4,9687.6,9695.1,9720.5,9659.1,0.9996386313420199,0.9994116189768363,0.9986384874833678,0.9960290108533512,1.0023604683666179,2020-02-21 07:00:00,69.64114832535886,,,,
2020-02-21 08:00:00,9682.1,9694.9,9620.0,9643.63,9647.9,9682.500000000027,9621.590476190477,9663.726310388956,9656.820272899806,-6.906037489150549,23.742577787607793,9669.075631765692,9574.105320615261,9659.807946493573,9681.9,9685.4,9687.6,9695.1,9720.5,0.9964882925871988,0.9961281929502137,0.9959019777860357,0.9951315613041639,0.9925312483925723,2020-02-21 08:00:00,69.64114832535886,,,,
2020-02-21 09:00:00,9640.1,9679.3,9628.2,9647.26,9676.0,9684.914285714312,9626.971428571429,9664.635472582366,9659.77100014599,-4.864472436376673,21.741467948875624,9670.45436446918,9583.488492673678,9670.60264883119,9647.9,9681.9,9685.4,9687.6,9695.1,1.0029125509178163,0.9993906154783669,0.9990294670328536,0.9988025930054916,0.9980299326463884,2020-02-21 09:00:00,67.31977671451357,,,,
2020-02-21 10:00:00,9670.8,9723.5,9665.0,9697.98,9701.6,9682.214285714314,9632.109523809524,9667.373585724414,9666.20623089276,-1.1673548316539382,17.306976297783326,9666.72347640509,9597.495571213958,9691.267549610397,9676.0,9647.9,9681.9,9685.4,9687.6,1.002645721372468,1.005565978088496,1.0020347245891819,1.0016726206455078,1.0014451463726826,2020-02-21 10:00:00,67.31977671451357,0.07288223140495867,-0.003073357943887489,0.004899342614447409,0.029708023989440453
2020-02-21 11:00:00,9702.3,9729.7,9700.0,9719.96,9717.5,9685.414285714312,9637.442857142856,9671.086653448532,9674.09757998618,3.010926537648629,21.62000836968608,9680.682873882228,9594.202840403485,9708.755849870133,9701.6,9676.0,9647.9,9681.9,9685.4,1.0016389049228993,1.0042889623811493,1.0072140051202854,1.0036769642322272,1.003314266834617,2020-02-21 11:00:00,69.64114832535886,0.1004009810455816,0.09679134970457672,0.09979345267552289,0.10103262577909645
2020-02-21 12:00:00,9710.2,9771.4,9706.5,9752.04,9764.0,9696.328571428598,9646.138095238095,9677.969123563456,9687.928721526769,9.959597963312262,36.836653588774396,9719.811402415644,9572.464788060546,9745.585283290044,9717.5,9701.6,9676.0,9647.9,9681.9,1.0047851813738102,1.00643192875402,1.0090946672178587,1.0120337068170275,1.0084797405467936,2020-02-21 12:00:00,69.64114832535886,0.11413250223488162,0.027489266103887078,0.07838828037466158,0.0999333764773936
2020-02-21 13:00:00,9763.3,9763.3,9706.2,9739.35,9751.4,9705.757142857168,9651.509523809524,9683.408447743941,9697.693533599573,14.285085855632133,41.69887517039614,9734.907274150315,9568.111773468732,9749.461761096682,9764.0,9717.5,9701.6,9676.0,9647.9,0.9987095452683327,1.003488551582197,1.0051331739094582,1.007792476229847,1.0107277231314586,2020-02-21 13:00:00,70.8018341307815,0.11489645954792001,0.19361390735724845,0.13905692002647246,0.12196589231744746
2020-02-21 14:00:00,9749.2,9761.7,9670.9,9719.93,9689.4,9706.828571428598,9660.099999999999,9683.852266429574,9696.417605353485,12.56533892391053,41.07540684666576,9742.25081369333,9577.949186306667,9709.420587032228,9751.4,9764.0,9717.5,9701.6,9676.0,0.9936419385934327,0.9923596886521917,0.9971083097504502,0.998742475467964,1.0013848697809011,2020-02-21 14:00:00,68.48046251993621,0.1302847913717194,0.12395128224574513,0.12804370501822163,0.12784794158279428
2020-02-21 15:00:00,9688.4,9743.1,9678.2,9717.04,9734.9,9719.257142857168,9669.690476190475,9687.633580027383,9702.337973760641,14.704393733258257,32.55067112174429,9734.791818433963,9604.589133946987,9726.406862344076,9689.4,9751.4,9764.0,9717.5,9701.6,1.0046958532004047,0.998307935270833,0.9970196640721015,1.0017905839979417,1.0034324235177703,2020-02-21 15:00:00,68.48046251993621,0.10102394494192377,0.11051153469612839,0.10995744817704496,0.10519087949974844
2020-02-21 16:00:00,9741.4,9758.7,9707.7,9738.6,9740.0,9728.400000000025,9678.42857142857,9691.512574099428,9708.132131643619,16.619557544190684,26.86763852666671,9732.163848481903,9624.693294375238,9735.468954114693,9734.9,9689.4,9751.4,9764.0,9717.5,1.0005238882782566,1.0052222015811092,0.9988309370962118,0.9975419909873003,1.002315410342166,2020-02-21 16:00:00,68.48046251993621,0.1133778713278397,0.08108384704188158,0.09801623682733696,0.10492717394767022
2020-02-21 17:00:00,9739.4,9739.4,9705.7,9725.21,9710.0,9729.600000000024,9684.261904761903,9692.882013055027,9708.41949600614,15.537482951112906,25.630255558608994,9735.52241587912,9633.001393644685,9718.489651371565,9740.0,9734.9,9689.4,9751.4,9764.0,0.9969199178644764,0.9974421925238062,1.0021260346357876,0.9957544557704535,0.9944694797214256,2020-02-21 17:00:00,69.64114832535886,0.11977272727272728,0.018943673208871865,0.03530521515523153,0.0577038623011094
2020-02-21 18:00:00,9722.0,9733.1,9713.2,9724.4,9713.9,9729.085714285739,9689.371428571427,9694.438900976877,9709.262650466733,14.82374948985671,25.947667112306018,9741.266762796038,9637.476094346815,9715.42988379052,9710.0,9740.0,9734.9,9689.4,9751.4,1.0004016477857878,0.9973203285420944,0.9978428129718847,1.0025285363386793,0.9961543983428021,2020-02-21 18:00:00,69.64114832535886,,,,
2020-02-21 19:00:00,9713.9,9723.0,9677.5,9696.9,9689.4,9718.428571428594,9692.233333333332,9694.065649052664,9706.206858087236,12.141209034572967,24.496987181124652,9741.22730769558,9643.239358971083,9698.076627930173,9713.9,9710.0,9740.0,9734.9,9689.4,0.9974778410319233,0.9978784757981463,0.9948049281314169,0.9953260947724167,1.0,2020-02-21 19:00:00,71.96251993620416,,,,
2020-02-21 20:00:00,9689.3,9738.9,9562.8,9646.79,9716.3,9713.41428571431,9697.261904761903,9695.712638011726,9707.759649150737,12.047011139011374,19.756975862666707,9736.775856487237,9657.747953036569,9710.225542643391,9689.4,9713.9,9710.0,9740.0,9734.9,1.002776229694305,1.0002470686336076,1.000648815653965,0.9975667351129363,0.9980893486322406,2020-02-21 20:00:00,73.1232057416268,0.09111326592206526,0.06367193496287546,0.07830441544055296,0.08336522811051081
2020-02-21 21:00:00,9715.4,9715.4,9641.4,9675.45,9673.3,9711.114285714311,9700.571428571426,9694.05244260345,9702.458164666008,8.405722062558198,23.58484178248193,9747.74111213639,9653.401745006462,9685.608514214464,9716.3,9689.4,9713.9,9710.0,9740.0,0.9955744470631824,0.9983383904060107,0.9958204222814729,0.9962203913491245,0.9931519507186858,2020-02-21 21:00:00,73.1232057416268,0.10495339945764037,0.09748092373241048,0.09295671993437,0.09644340269720075
2020-02-21 22:00:00,9671.7,9671.8,9648.5,9661.28,9671.7,9702.08571428574,9701.28095238095,9692.396706114305,9697.726139332775,5.329433218470513,25.01529056207217,9751.311533505095,9651.250371256805,9676.336171404822,9673.3,9716.3,9689.4,9713.9,9710.0,0.9998345962598081,0.9954097753259987,0.9981732615022603,0.995655709859068,0.9960556127703399,2020-02-21 22:00:00,78.92663476874004,0.1316226316630064,0.16381543022812553,0.13817788502029493,0.13180859878673284
2020-02-21 23:00:00,9671.7,9725.0,9661.0,9694.96,9698.2,9696.114285714311,9703.142857142855,9692.826579735467,9697.799040973887,4.972461238419783,18.630568838292376,9740.40399481944,9665.88171946627,9690.912057134941,9671.7,9673.3,9716.3,9689.4,9713.9,1.0027399526453467,1.0025740957067393,0.9981371509731072,1.0009082089706278,0.998383759355151,2020-02-21 23:00:00,85.89074960127593,0.09892360567379066,0.0935314795524831,0.09670083442995235,0.0966642217447452
2020-02-22 00:00:00,9696.8,9717.6,9674.8,9697.4,9701.9,9694.957142857167,9702.257142857141,9693.498684940247,9698.429957747136,4.9312728068889555,17.859997867015633,9737.977138591172,9666.53714712311,9698.237352378314,9698.2,9671.7,9673.3,9716.3,9689.4,1.000381514095399,1.0031225120713008,1.0029565918559333,0.9985179543653449,1.0012900695605507,2020-02-22 00:00:00,69.64114832535886,0.09852473932317682,0.15114873618815733,0.11778989682643402,0.10135225087497036
2020-02-22 01:00:00,9702.0,9702.0,9666.1,9684.41,9669.6,9688.628571428597,9701.042857142855,9691.72841198171,9693.994579632192,2.266167650481293,17.87770625535669,9736.798269653567,9665.287444632142,9679.145784126105,9701.9,9698.2,9671.7,9673.3,9716.3,0.9966707552128965,0.9970509991544823,0.9997828716771612,0.9996175038508059,0.9951936436709448,2020-02-22 01:00:00,65.7177033492823,0.1267691063633188,0.14236545099088344,0.12716833746985576,0.12545957184643583
2020-02-22 02:00:00,9668.7,9679.0,9652.1,9664.45,9660.0,9684.428571428598,9699.72857142857,9689.378159242324,9688.764644304163,-0.6135149381607334,20.86941256846737,9741.467396565504,9657.989746291636,9666.381928042036,9669.6,9701.9,9698.2,9671.7,9673.3,0.9990071978158351,0.9956812583102279,0.9960611247447979,0.9987902850584695,0.9986250814096534,2020-02-22 02:00:00,60.813397129186605,0.13973755806815022,0.08696112550772221,0.13297563753075056,0.14102345131506522
2020-02-22 03:00:00,9663.5,9689.0,9662.8,9676.96,9675.4,9678.58571428574,9699.25238095238,9688.342740039188,9686.708545180445,-1.6341948587432853,15.49165674071298,9730.235694433804,9668.269067470954,9672.393976014011,9660.0,9669.6,9701.9,9698.2,9671.7,1.0015942028985507,1.000599817986266,0.9972685762582587,0.9976490482769997,1.0003825594259539,2020-02-22 03:00:00,60.813397129186605,0.1229872878075668,0.19720035976304323,0.15557307929974934,0.13829718451729797
2020-02-22 04:00:00,9675.4,9675.4,9630.0,9660.76,9637.8,9673.514285714311,9697.152380952379,9684.598833369619,9679.184153614222,-5.414679755396719,21.967584343880635,9741.08754964014,9653.217212264617,9649.331325338004,9675.4,9660.0,9669.6,9701.9,9698.2,0.9961138557579015,0.9977018633540372,0.996711342764954,0.9933930467228068,0.993772040172403,2020-02-22 04:00:00,58.85167464114833,0.10192118613577218,0.07711653649572896,0.08978850050575049,0.0958097472562093
2020-02-22 05:00:00,9637.8,9660.0,9605.0,9631.16,9624.0,9666.700000000026,9696.014285714284,9680.110030897795,9670.694283827419,-9.4157470703758,28.921675838965353,9753.857637392215,9638.170934036352,9632.443775112668,9637.8,9675.4,9660.0,9669.6,9701.9,0.9985681379567952,0.9946875581371313,0.9962732919254659,0.9952841896252171,0.9919706449252209,2020-02-22 05:00:00,59.83253588516747,0.09842592592592592,0.10784731357931884,0.09695210191516013,0.09376101722704544
