,Open,High,Low,Weighted Price,price,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum_1,momentum_2,momentum_3,momentum_4,momentum_5,momentum_1 return,momentum_2 return,momentum_3 return,momentum_4 return,momentum_5 return,datetime,bitcoin,Hourly Polarity Mean,Hourly Polarity Weighted Mean 1,Hourly Polarity Weighted Mean 1_2,Hourly Polarity Weighted Mean 1_4
2020-02-02 15:00:00,9439.9,9464.0,9431.9,9452.29,9458.6,9421.414285714312,9360.780952380952,9375.146410295716,9399.107852734838,23.961442439122038,27.24208928429507,9415.265130949541,9306.296773812363,9450.121373760054,9439.9,9420.2,9419.9,9424.0,9417.9,1.0019809531880635,1.0040763465743827,1.004108323867557,1.0036714770797963,1.0043215578844542,2020-02-02 15:00:00,61.0,,,,
2020-02-02 16:00:00,9455.0,9457.0,9417.8,9436.24,9425.3,9429.400000000027,9364.699999999999,9378.861491014552,9403.137413852553,24.27592283800186,14.809906594416805,9394.319813188833,9335.080186811165,9433.573791253351,9458.6,9439.9,9420.2,9419.9,9424.0,0.9964793944135495,0.9984533734467526,1.00054138977941,1.0005732544931474,1.000137945670628,2020-02-02 16:00:00,63.0,,,,
2020-02-02 17:00:00,9425.3,9446.7,9404.4,9425.15,9431.1,9431.285714285743,9367.966666666665,9382.73101019866,9407.439350182929,24.708339984268605,13.914911494751337,9395.796489656168,9340.136843677163,9431.924597084451,9425.3,9458.6,9439.9,9420.2,9419.9,1.000615365028169,0.9970925929841625,0.999067786735029,1.0011570879599159,1.0011889722820837,2020-02-02 17:00:00,63.0,,,,
2020-02-02 18:00:00,9431.1,9455.4,9429.4,9444.99,9445.5,9434.357142857172,9372.319047619047,9387.380564998759,9413.294834770171,25.914269771412364,14.402992414014584,9401.125032447077,9343.513062791017,9440.974865694816,9431.1,9425.3,9458.6,9439.9,9420.2,1.00152686325031,1.002143167856726,0.9986150170215465,1.0005932266231634,1.0026857179253095,2020-02-02 18:00:00,65.0,,,,
2020-02-02 19:00:00,9444.0,9464.9,9429.7,9448.16,9437.3,9436.842857142887,9375.733333333332,9391.078300924777,9416.987937113223,25.909636188445802,12.916895543362514,9401.567124420057,9349.899542246607,9438.524955231604,9445.5,9431.1,9425.3,9458.6,9439.9,0.9991318617331003,1.0006573994549945,1.0012731690237977,0.9977480811113695,0.9997245733535313,2020-02-02 19:00:00,66.0,,,,
2020-02-02 20:00:00,9434.6,9459.5,9414.6,9443.02,9435.0,9438.957142857174,9378.490476190475,9394.331760115534,9419.759023711189,25.42726359565495,10.771854860923128,9400.03418591232,9356.946766468629,9436.174985077201,9437.3,9445.5,9431.1,9425.3,9458.6,0.9997562862259334,0.9988883595362871,1.0004135254636257,1.0010291449609032,0.997504916160954,2020-02-02 20:00:00,68.0,,,,
2020-02-02 21:00:00,9436.4,9446.7,9416.8,9433.02,9446.0,9439.828571428603,9385.090476190475,9398.159037144012,9423.79609698639,25.63705984237822,11.102509368951006,9407.295494928378,9362.885457452572,9442.724995025734,9435.0,9437.3,9445.5,9431.1,9425.3,1.001165871754107,1.000921873841035,1.0000529352601768,1.0015798793353903,1.002196216566051,2020-02-02 21:00:00,72.0,,,,
2020-02-02 22:00:00,9446.0,9446.1,9364.0,9405.8,9381.3,9428.785714285745,9388.02857142857,9396.91021957779,9417.25823591156,20.34801633376992,22.208138791296122,9432.44484901116,9343.612293845978,9401.77499834191,9446.0,9435.0,9437.3,9445.5,9431.1,0.9931505399110734,0.9943084260731319,0.9940660994140273,0.9932031125932983,0.9947195979260106,2020-02-02 22:00:00,76.0,,,,
2020-02-02 23:00:00,9376.7,9408.8,9308.8,9349.48,9322.2,9414.057142857173,9391.214285714284,9391.376129238695,9402.633891925167,11.257762686471324,46.16827399645423,9483.550833707193,9298.877737721376,9348.724999447304,9381.3,9446.0,9435.0,9437.3,9445.5,0.9937002334431264,0.9868939233538007,0.9880445151033387,0.987803715045617,0.9869461648404003,2020-02-02 23:00:00,78.0,,,,
2020-02-03 00:00:00,9322.2,9407.3,9288.0,9338.61,9396.4,9409.10000000003,9397.919047619045,9391.748267813606,9401.674831628987,9.926563815381087,45.895460923009956,9489.709969465064,9306.128125773026,9380.508333149102,9322.2,9381.3,9446.0,9435.0,9437.3,1.0079594945399153,1.0016095850255295,0.9947491001482108,0.9959088500264971,0.9956661333220307,2020-02-03 00:00:00,63.0,,,,
2020-02-03 01:00:00,9394.5,9610.0,9390.0,9545.09,9502.7,9417.271428571457,9406.890476190476,9399.966914642227,9417.217165224527,17.250250582299486,57.16489932019363,9521.220274830863,9292.56067755009,9461.969444383036,9396.4,9322.2,9381.3,9446.0,9435.0,1.0113128432165512,1.0193623822702795,1.0129406372251182,1.006002540757993,1.0071754107048225,2020-02-03 01:00:00,61.0,,,,
2020-02-03 02:00:00,9512.4,9512.4,9235.0,9353.45,9363.8,9406.771428571457,9410.40476190476,9397.28788392799,9408.999139805368,11.71125587737879,59.57244089583695,9529.549643696433,9291.259880113086,9396.523148127679,9502.7,9396.4,9322.2,9381.3,9446.0,0.9853831016447956,0.996530586181942,1.0044624659415158,0.9981345868909426,0.9912979038746559,2020-02-03 02:00:00,60.0,,,,
2020-02-03 03:00:00,9360.4,9390.0,9330.0,9373.11,9372.7,9397.871428571456,9411.371428571429,9395.466559192582,9403.414656758388,7.948097565806165,59.30541611821559,9529.98226080786,9292.760596334998,9380.641049375894,9363.8,9502.7,9396.4,9322.2,9381.3,1.0009504688267585,0.9863196775653236,0.9974777574390193,1.0054171762030422,0.9990832827006919,2020-02-03 03:00:00,64.0,,,,
2020-02-03 04:00:00,9372.5,9389.4,9357.1,9371.25,9373.5,9387.514285714313,9411.661904761904,9393.8394066598,9398.812401872483,4.9729952126836,55.721791924169935,9523.105488610245,9300.218320913564,9375.880349791965,9372.7,9363.8,9502.7,9396.4,9322.2,1.0000853542735817,1.0010359042269166,0.9864038641649214,0.9975628964284194,1.0055029928557635,2020-02-03 04:00:00,65.0,,,,
2020-02-03 05:00:00,9376.8,9412.4,9373.2,9398.4,9390.1,9388.771428571457,9412.990476190476,9393.562413573889,9397.47203235364,3.9096187797513267,55.65745575351757,9524.305387697512,9301.67556468344,9385.360116597321,9373.5,9372.7,9363.8,9502.7,9396.4,1.0017709500186698,1.0018564554504037,1.0028086887801961,0.9881507361065802,0.9993295304584735,2020-02-03 05:00:00,68.0,,,,
2020-02-03 06:00:00,9388.8,9404.8,9369.0,9392.11,9387.9,9398.157142857171,9413.871428571429,9393.142975531378,9395.999411991541,2.856436460162513,47.502415978683125,9508.876260528796,9318.866596614062,9387.053372199107,9390.1,9373.5,9372.7,9363.8,9502.7,0.9997657106953067,1.0015362457993278,1.0016217311980538,1.0025737414297615,0.9879192229576856,2020-02-03 06:00:00,66.0,,,,
2020-02-03 07:00:00,9387.9,9387.9,9330.1,9350.58,9355.0,9392.242857142886,9410.87619047619,9390.317569936462,9389.691810146689,-0.6257597897729283,50.25514425222433,9511.38647898064,9310.365901971742,9365.684457399702,9387.9,9390.1,9373.5,9372.7,9363.8,0.9964954888739761,0.9962620206387578,0.9980263508828079,0.9981115366970029,0.9990602105982614,2020-02-03 07:00:00,64.0,,,,
2020-02-03 08:00:00,9353.3,9380.3,9332.6,9347.22,9346.0,9369.857142857172,9407.161904761904,9387.034786978205,9382.969993201044,-4.064793777160958,16.244266387827626,9439.650437537559,9374.67337198625,9352.5614857999,9355.0,9387.9,9390.1,9373.5,9372.7,0.9990379476215927,0.9955368080188328,0.9953035643922854,0.997066197258228,0.9971513011192078,2020-02-03 08:00:00,63.0,,,,
2020-02-03 09:00:00,9349.7,9349.7,9320.1,9334.89,9324.8,9364.285714285743,9402.633333333333,9382.424802757598,9374.020763477807,-8.404039279790595,23.662306774854983,9449.957946883043,9355.308719783623,9334.053828599966,9346.0,9355.0,9387.9,9390.1,9373.5,0.997731649903702,0.9967717797969,0.9932785820044951,0.9930458674561505,0.9948045020536619,2020-02-03 09:00:00,61.0,,,,
2020-02-03 10:00:00,9324.9,9324.9,9295.0,9307.25,9303.7,9354.4285714286,9397.085714285713,9376.593335886664,9363.20218448122,-13.391151405443452,32.34994664016775,9461.78560756605,9332.385821005377,9313.817942866655,9324.8,9346.0,9355.0,9387.9,9390.1,0.9977372168840084,0.9954739995720095,0.9945163014430787,0.9910310079996593,0.9907988200338655,2020-02-03 10:00:00,61.0,,,,
2020-02-03 11:00:00,9301.9,9370.5,9290.0,9339.73,9331.2,9348.385714285743,9391.909523809523,9373.230866561726,9358.278771484109,-14.952095077616832,32.14381374242091,9456.197151294366,9327.621896324681,9325.405980955553,9303.7,9324.8,9346.0,9355.0,9387.9,1.002955813278588,1.0006863417982157,0.9984164348384337,0.9974559059326564,0.9939603106125972,2020-02-03 11:00:00,65.0,,,,
2020-02-03 12:00:00,9332.2,9353.9,9318.4,9329.67,9328.9,9339.642857142886,9385.733333333334,9369.947098668263,9353.758960486553,-16.18813818170929,26.78275920212351,9439.29885173758,9332.167814929087,9327.735326985183,9331.2,9303.7,9324.8,9346.0,9355.0,0.9997535150891631,1.0027085998043788,1.0004396877144819,0.9981703402525144,0.9972100481026189,2020-02-03 12:00:00,64.0,,,,
2020-02-03 13:00:00,9329.3,9334.1,9286.4,9302.89,9306.5,9328.014285714315,9380.076190476191,9365.247313581725,9346.48835118093,-18.75896240079601,18.828296840330378,9417.732784156851,9342.419596795531,9313.578442328393,9328.9,9331.2,9303.7,9324.8,9346.0,0.9975988594582427,0.9973529663923182,1.0003009555338198,0.9980374914207276,0.9957735929809545,2020-02-03 13:00:00,63.0,,,,
2020-02-03 14:00:00,9306.6,9332.0,9285.0,9315.64,9331.3,9324.6285714286,9375.323809523808,9362.732697760857,9344.151681768479,-18.581015992378525,14.884859677602138,9405.093528879013,9345.554090168604,9325.392814109464,9306.5,9328.9,9331.2,9303.7,9324.8,1.002664804169129,1.0002572650580455,1.0000107167352537,1.0029665616905101,1.0006970658888126,2020-02-03 14:00:00,64.0,,,,
2020-02-03 15:00:00,9331.1,9331.2,9265.0,9288.11,9265.0,9313.057142857171,9366.728571428572,9355.49323866746,9331.974499957943,-23.518738709517493,24.12086628790804,9414.970304004388,9318.486838852756,9285.13093803649,9331.3,9306.5,9328.9,9331.2,9303.7,0.9928948806704319,0.9955407510879493,0.9931503178295406,0.9929055212620027,0.9958403645861323,2020-02-03 15:00:00,67.0,,,,
2020-02-03 16:00:00,9265.0,9315.0,9246.3,9278.13,9250.9,9302.500000000027,9357.852380952381,9347.74559135876,9319.501499964414,-28.24409139434647,32.75245537874041,9423.357291709863,9292.3474701949,9262.310312678828,9265.0,9331.3,9306.5,9328.9,9331.2,0.9984781435509983,0.9913838371931029,0.9940256809756621,0.9916388856135235,0.9913944615912207,2020-02-03 16:00:00,66.0,,,,
2020-02-03 17:00:00,9249.3,9281.3,9225.0,9250.78,9280.1,9299.1285714286,9350.47619047619,9342.734806813667,9313.43973073912,-29.29507607454798,33.806050458788036,9418.088291393768,9282.864089558614,9274.170104226278,9250.9,9265.0,9331.3,9306.5,9328.9,1.0031564496427376,1.001629789530491,0.9945130903518268,0.9971632729812497,0.994768943819743,2020-02-03 17:00:00,66.0,,,,
2020-02-03 18:00:00,9280.1,9305.0,9245.8,9280.18,9299.7,9294.6285714286,9343.509523809524,9339.547043345989,9311.325926010024,-28.221117335964664,30.78715718643319,9405.08383818239,9281.935209436657,9291.190034742094,9280.1,9250.9,9265.0,9331.3,9306.5,1.0021120462063986,1.0052751624166298,1.003745277927685,0.9966135479515181,0.9992693278891098,2020-02-03 18:00:00,68.0,,,,
